235648	24
225316	-51
105756	32
272496	-70
249956	76
106806	69
256802	46
293762	-23
101094	-38
290668	-60
84924	-7
87682	-66
41538	-2
173614	15
38024	0
144494	12
254968	75
248528	69
114072	22
60256	-29
168756	56
117684	37
213066	25
276934	32
153118	-9
101584	50
232680	15
109396	21
188622	41
6244	-45
179186	-8
146692	-92
196742	49
190582	-42
135744	-3
134176	-30
195258	-3
110068	-70
261366	55
63168	16
46200	53
210322	-8
30912	-49
91532	-18
38206	-16
10052	-84
13972	24
28280	-60
100786	42
38234	8
41874	-49
115542	24
40908	74
138586	-67
111552	-3
111020	-4
78638	39
174762	-30
19404	60
48860	-6
8260	51
251314	-18
200438	-4
156702	2
142268	1
179200	-27
257768	39
183876	62
25550	-19
64218	3
208964	-36
38710	14
170912	3
238966	8
187698	25
255318	5
232764	-45
246526	-43
232596	3
264544	36
44520	-35
48314	-27
24290	-34
156072	12
53452	3
44170	70
262598	1
51702	99
158690	43
141708	87
161588	-16
231840	44
159936	56
232666	-79
247618	30
78554	105
93562	-20
180138	-12
86464	-51
248682	-17
99134	28
153944	-58
198912	-23
137760	53
5698	23
275646	17
282128	45
118384	-45
200312	-30
203000	-55
294196	18
240436	-69
256956	35
262346	77
41020	-6
41930	-70
121744	-25
259644	48
44254	-16
154840	32
172830	0
28364	31
52906	45
181860	-4
78232	15
157598	-20
198814	59
194768	13
32886	-49
60018	28
75726	-14
116732	19
217546	38
272342	15
260120	3
29988	8
121814	5
16926	23
22316	-37
119560	-43
252112	-94
133406	-48
172326	12
216692	55
49462	28
282562	53
61642	25
155610	40
249508	-51
261142	-24
10458	-56
54432	83
21154	65
119210	51
185934	44
116816	1
262640	-17
90090	-22
299054	13
61586	-39
204526	-43
252420	66
272748	-16
152628	28
76160	-4
284746	-30
248822	10
168868	-7
252532	-19
295610	-1
143164	36
60228	-58
26824	-44
204512	15
216706	2
18886	20
164668	38
221718	69
216454	41
118580	8
4298	32
91392	10
105602	-19
136542	-2
169218	23
164010	29
135646	-44
232288	-29
217630	-39
32998	53
172144	-67
94486	-16
122136	-54
113008	20
138152	-53
214298	-64
265664	53
215502	-31
216846	-3
270774	44
197848	0
242270	-40
298802	-54
64316	45
129710	8
223160	5
197330	-63
260526	23
181510	31
164402	-11
7938	38
198198	-16
232176	-3
262724	21
103880	-48
267106	37
223622	-45
16716	38
35280	6
278250	-20
139356	-19
291508	61
121030	-28
187194	13
292950	18
199318	21
167958	55
171248	-133
298928	-29
165522	-69
29680	56
145810	-17
52864	-45
35672	-12
77518	-14
8400	-42
130648	37
163562	51
93184	29
95410	5
13006	-19
139930	-2
272594	-39
251272	10
15764	-28
127232	-81
102676	31
145866	8
17458	-38
184660	-28
45290	-84
115192	-14
6692	-8
28630	36
177940	33
66626	-28
155386	18
560	-54
13300	-16
123326	-31
151172	-3
195216	-31
88816	-43
24206	50
107366	31
25592	64
232316	33
148708	23
254030	72
247422	-86
61936	14
259784	-25
275058	-42
113498	-45
226016	63
260890	-13
291858	-4
28602	55
41188	4
65884	-14
212142	-14
108234	-24
13762	20
64442	-25
276122	6
16044	4
281750	8
141750	-33
30324	31
227514	71
233520	102
147322	26
37058	-15
286006	-120
293790	-106
166138	-43
257684	59
59934	43
5866	33
8022	55
202776	-42
241710	-24
199990	97
190120	-50
91238	-22
115472	-8
14490	63
183834	-19
127750	43
251734	-33
92890	-9
135338	-57
157290	-50
173502	-95
188272	-15
95928	-20
289898	36
200872	77
136822	97
247520	-15
147224	-4
277564	3
141988	-37
271376	31
7798	25
297626	2
262556	34
82698	-18
110040	-4
165354	-20
60634	45
10108	35
11298	-64
138222	10
141960	5
39326	-48
150472	-38
207690	-10
156492	64
13524	33
200172	26
133042	-12
242228	-17
284690	17
98798	-1
40124	-7
119868	-47
221970	10
81662	-26
3472	47
158914	-43
6706	52
34104	4
280560	-23
230552	21
172004	6
64568	-104
118902	-39
211554	-16
203028	17
235760	-16
151144	-76
151592	-8
15078	-27
51282	22
193046	-18
132972	-33
74662	60
238224	65
258958	52
31122	-1
1316	25
220304	100
37996	37
230902	8
172788	-45
60928	-48
227696	-21
18746	-45
154434	8
244272	25
275576	61
84826	9
69804	30
197386	11
295722	-42
274302	-6
168560	1
232540	-45
47040	82
41524	-12
200046	74
291116	26
212856	13
9030	-40
2856	-9
176008	15
92820	-2
104958	-42
74620	-41
92974	-31
13468	16
109648	-27
296044	47
84182	-71
92498	-51
225456	-22
88718	3
39158	40
123606	17
131432	11
209202	85
238042	45
173712	-23
40236	6
234024	-34
276220	21
78722	-39
212814	-77
298410	-17
254814	-23
200326	-19
205240	-30
59136	-71
110600	-52
215376	40
192010	-72
172116	-1
248570	-1
293860	45
1918	10
56644	-4
112812	-30
74452	2
48678	-25
64260	91
95732	39
223384	-8
279804	18
229040	-32
297290	28
22960	5
285432	-9
260722	78
280084	29
67704	-20
266504	-29
193074	14
296744	14
108500	39
64498	-48
135968	32
251202	-38
128534	52
109508	-32
103460	-10
252210	54
214340	77
74690	27
119490	-30
129822	37
69034	-30
143626	46
158172	-52
156226	-8
165858	-22
156310	-45
76244	13
190008	-17
225288	42
5726	13
264572	27
104468	-17
276276	-5
263494	24
201572	18
246652	42
42672	-14
239876	-16
256662	43
798	39
175056	28
196560	90
176092	-36
21294	36
235102	-48
219072	-12
236404	-52
60620	25
233002	-73
4130	28
34496	-2
101220	-32
206668	-30
81340	-30
237874	1
254716	-47
125300	109
31094	-41
94262	9
116354	-2
171850	82
57862	-1
180908	-66
185444	-56
109172	73
272888	-100
284410	35
55230	8
127386	-83
65114	33
218050	2
52500	-40
18172	-35
268352	23
17010	-34
224980	17
164416	24
189280	5
186802	-40
106330	-44
75922	58
3458	23
149324	4
257670	-16
92764	68
54348	-22
149660	18
287728	-33
90510	4
144340	32
150640	89
181244	-29
11858	24
282646	6
275212	64
273210	-104
219184	-8
243250	5
116956	-7
143318	-60
52822	-10
123578	-13
169176	25
178220	-30
197428	-31
283584	33
180334	28
131446	24
103642	38
105252	-20
293566	23
214704	-9
258734	-15
109116	18
39172	44
124306	-4
16338	33
70546	47
93338	-49
148722	-5
55006	-42
178710	-38
83342	15
107268	21
261800	16
17808	-86
76608	-61
82656	-70
120806	11
157122	56
188034	18
217350	65
84490	71
202090	42
2380	81
146776	18
156912	63
259868	118
236614	-58
241374	4
231196	17
238280	46
271278	9
178640	-10
134694	57
5572	50
10136	0
86604	63
41846	-7
101500	33
201096	29
88830	-16
102298	-26
42042	50
166292	-41
14952	-14
282086	-43
64946	59
167300	70
267764	3
208852	-2
191380	-61
210728	35
248934	14
273000	10
66122	35
73682	18
101696	28
64386	62
194054	-10
84434	-26
241332	-58
82362	20
46060	-53
116368	-58
92680	-62
87472	7
155316	-36
42266	32
177254	1
139538	77
84504	-42
286636	-5
23912	56
206248	1
280350	-9
279314	-44
45682	39
69314	-4
267988	-25
281652	-51
295988	38
216062	-67
207452	-17
99092	-25
276388	5
53354	14
112406	0
256312	73
72674	51
217322	-27
118734	6
28406	16
49644	-62
89810	40
5992	85
162064	-18
8582	-29
101262	-38
112714	64
249452	10
269178	-7
1274	37
275562	-19
4354	31
199696	-10
221368	-29
269094	-37
33040	14
210756	31
75082	19
6328	0
286090	33
19922	63
186578	71
87654	8
234878	-18
256704	-7
233170	-39
72982	74
235606	-13
135114	-137
211946	-80
167874	64
85190	-39
233954	-8
88858	-101
167398	-57
196980	50
78932	20
137088	52
83230	-15
19320	20
70308	17
228872	46
267120	81
291606	-102
247744	-30
38990	-56
219380	23
259560	-47
193284	16
249984	9
60886	39
211848	85
20426	-31
162932	-8
152754	61
155484	37
249242	-14
275548	-2
50512	-18
188986	-2
189574	-70
205828	22
263228	70
26418	-52
106050	-45
109858	5
184226	-68
129976	22
232134	16
171696	-13
203266	-67
251902	2
228340	92
228760	-8
9002	-45
214634	1
264978	-13
23310	-3
185122	68
46340	-38
7588	5
21504	-58
45948	-45
247156	24
22022	-41
175910	45
193494	-55
146076	-4
204792	-34
180012	-28
2702	-13
225484	26
140574	41
125818	-38
107744	50
111566	-57
170646	-70
202832	20
259462	-46
119588	42
277928	-31
231280	12
211456	60
230426	42
84784	2
156548	-34
159950	3
50456	27
93912	49
191870	-6
4578	52
29932	3
208138	63
49336	-20
73374	11
61740	-6
85960	-15
136318	-16
226366	-99
161350	33
195342	3
234528	-13
245868	84
38388	-41
291984	-36
190596	-37
273896	-80
67144	-54
85148	50
279398	33
79324	-32
62384	13
88578	60
216594	12
49084	-7
198016	-22
279874	-71
218638	9
62874	-23
96670	-33
139132	51
118370	-59
151494	68
108472	-67
185220	19
20538	27
35308	13
257488	-2
267008	-31
96698	38
262472	-7
19138	0
53690	-98
283794	-11
292390	66
153916	84
205436	-30
97216	124
134988	-10
191002	-4
159208	56
70014	-38
2590	24
20230	19
23072	-28
146300	75
282968	71
97048	-7
36106	71
81158	22
11088	-8
174818	-6
194908	17
58674	20
130172	21
5334	-9
41748	27
262794	-17
111076	72
227066	83
1974	28
256718	-9
60858	31
245154	-22
281470	23
191548	54
222446	22
157836	-39
180026	-3
3430	-36
280784	-10
23114	12
115094	-102
143206	-8
273924	-45
176400	87
78414	10
111454	-32
222922	68
178892	-35
182910	8
14504	4
73850	92
160944	39
208236	-13
76748	-25
1134	-45
210182	4
269234	37
230874	12
292082	17
12502	65
127316	79
53844	-64
25942	-18
70336	37
200228	40
211260	35
2212	2
231924	12
222698	8
96880	9
22582	-12
98532	-2
132258	-48
64680	42
239582	30
214970	-8
135674	-3
101948	21
250572	-90
81872	65
152530	-56
118174	24
145782	-84
7056	116
113526	41
189042	48
86786	34
296954	-7
87556	103
219744	-34
67004	-66
68908	-7
289730	49
77924	-20
113176	-25
291872	-21
6132	27
15876	-28
259350	52
127512	7
70714	1
167160	15
117236	4
212310	-27
124908	-65
65898	10
100408	3
128226	30
7266	61
22120	-8
52990	-6
196588	70
153174	13
47628	-8
146202	-22
284592	-5
222964	18
234276	27
68082	-72
150486	-45
7630	-7
110754	11
258342	11
117432	8
133112	1
282772	-34
25858	10
224028	30
261450	4
145180	-2
83888	17
134862	40
104818	-27
90440	-72
206626	49
107450	17
176498	-69
175028	52
254730	-41
235410	38
290766	-41
157864	-22
173642	-29
160510	-28
90860	48
275716	21
164276	7
157024	-44
100394	34
197078	-21
245266	-17
154406	15
251300	21
76888	73
154364	54
77126	-99
299292	-14
250138	43
129724	54
289366	-28
276976	89
6622	30
81970	-4
291074	11
86338	-15
107170	-20
112070	-17
152950	8
14	2
85414	-71
295050	-16
47054	-11
238854	36
91126	-11
32480	-9
63154	14
267694	52
258398	101
23590	-7
79926	-95
148890	-93
113974	23
243600	-26
7700	24
193830	-29
196266	56
263942	74
224504	71
150990	-29
21812	-14
209328	-50
159376	12
227332	11
190050	42
6118	16
228284	-100
293734	-54
247184	34
137942	-6
73066	25
90636	51
7294	-47
171150	26
299068	42
271586	38
7812	121
185584	13
131852	57
291368	-56
24990	65
105770	51
243292	-72
207984	12
264404	-54
294910	-10
37744	-62
82740	2
262192	-9
64862	-66
119952	33
66178	51
160062	41
74214	-1
92694	25
140812	92
161630	19
56224	23
138684	-38
11634	18
155456	23
140644	1
166012	58
281288	6
77028	-26
167902	-64
190736	-63
265846	-6
143556	-17
224056	-15
9464	55
68250	18
144704	19
113988	1
129668	-60
18018	81
221256	-78
139552	-47
254450	-94
281526	6
251566	13
25620	-43
159138	23
14588	15
35994	11
186018	-3
117124	19
281414	-10
4060	14
149142	-61
71050	61
258258	51
270550	14
299628	-41
37828	44
25060	26
224042	39
283486	36
175252	-11
40628	-10
105000	-34
102536	-29
122640	-90
140882	-70
182700	-87
211470	-16
247996	38
260316	9
34720	37
113960	25
291088	60
219492	-85
15848	-2
78862	-100
135618	-16
205268	-4
88536	-56
218190	-64
223062	6
159348	-39
233086	38
44058	32
283962	36
211722	10
221116	96
50764	-21
133378	-43
272314	54
131320	-55
143388	152
179886	-39
205870	74
272146	-14
275870	14
263956	-13
108612	-6
24808	-11
170394	-5
169246	54
65506	18
179158	19
80906	-21
99596	23
182406	47
88452	19
186214	-8
114492	39
215600	22
187558	-38
277858	30
128296	6
215124	-32
284816	-127
296436	10
271726	-28
14420	28
66906	36
148918	65
31052	-45
231308	-28
184198	-53
19292	-7
79968	-75
242914	-8
193914	40
218358	5
288288	15
130844	-22
203574	-22
226100	-22
274218	-30
253946	21
91042	92
69608	50
224154	-13
287616	-110
37492	-4
281176	28
118426	-123
231896	-31
275758	-41
292502	14
120176	32
148582	-4
43330	-94
212716	-29
185766	73
166404	4
48454	50
86744	-62
119672	18
103866	-26
12446	-48
192822	68
67788	-16
222586	23
19614	24
26194	8
239470	39
265440	1
12166	34
130354	-1
257306	23
235382	6
25998	66
218344	-28
1624	-70
74578	0
183792	0
224644	-20
27454	39
11606	-4
1498	-25
80178	9
63070	13
110054	-13
267050	-49
119574	-1
135142	-25
178514	50
189994	7
285124	-35
260876	29
45598	49
263452	-8
159166	-7
233604	-15
14966	-75
42056	54
189728	-81
81130	-22
183316	13
124950	-16
294798	29
122304	51
257250	-1
11760	35
24318	4
39060	75
119238	0
62958	-31
53592	-68
80584	-27
106862	-5
202328	9
46018	-14
148960	-38
7924	-16
150304	41
188804	50
205814	4
136262	-22
130480	1
179354	-16
294560	40
143990	-24
62594	-53
59724	24
97342	-51
97468	33
159614	-28
162246	-48
168994	-20
123718	41
21308	-36
72548	-19
50330	-2
103600	3
122500	10
127288	-38
151326	27
268660	-18
232554	18
84280	60
226702	35
160174	-68
268632	-40
32032	-34
165676	-79
252952	35
163002	54
217700	19
54208	-18
53942	14
282674	-31
163786	11
92400	4
50554	100
194754	44
197722	-30
117348	17
120120	-9
100800	72
192724	-20
70868	9
59150	5
35406	-11
134596	23
188972	-18
105476	-38
182224	-71
161462	-18
16674	21
82810	39
227612	36
267162	43
117404	44
19628	-41
28434	-53
57484	-6
131278	35
47698	50
226646	-32
60172	9
66332	30
267904	16
85680	53
63868	-39
152432	-28
247926	-7
249802	78
213906	-67
156898	-55
143416	4
117922	-7
29344	9
254828	7
8526	49
281736	-21
66654	17
219674	17
2310	25
136696	19
72324	-34
206108	83
89054	26
153482	19
236992	-11
39970	30
35224	-40
72352	2
3766	-18
14770	1
192738	-44
23086	45
186172	-61
107226	43
20916	-8
49924	35
207200	37
152586	-67
246288	-33
201712	-46
270494	-33
105924	13
98854	-71
125762	67
202818	-90
90846	45
194236	-36
288834	-2
277578	-139
138278	8
194880	28
281974	50
298298	15
250082	-64
285936	-17
39508	-53
18088	21
166698	-44
195454	71
70126	-86
60004	15
276052	56
250390	-76
250152	32
117516	-17
79982	-28
146510	-40
227990	9
48342	-8
92960	12
2156	60
144284	8
195818	8
138292	26
219086	-33
280322	34
44044	-4
12334	48
50022	-9
12012	3
56868	-40
236684	-41
103432	-41
223426	5
182098	45
13538	-3
259182	-11
165340	-20
66976	13
124544	-68
255640	-2
219702	19
191940	-22
61992	49
20664	24
100086	-14
322	-8
174580	34
83818	58
252224	55
233814	59
83020	-40
238462	7
244860	7
239400	-22
93170	-65
64204	8
1078	-11
282996	24
106484	11
148106	-57
217588	122
142044	28
55888	35
283220	29
253274	9
247450	54
29008	38
202398	-50
53382	-18
138208	9
86408	-24
65408	86
13062	-12
265272	11
296506	-33
153160	-38
108878	-28
162358	19
178080	25
28840	-84
240618	5
166082	-46
30156	-13
14196	10
46088	-77
258132	85
277984	-23
291032	-37
155806	-47
248178	-35
45010	20
100632	-22
80808	-2
161798	16
72142	-30
177408	-16
35070	18
104356	19
195062	7
240520	-72
11382	-47
153384	29
182364	34
83160	-82
3094	-16
64414	97
21728	51
36050	44
79380	5
267218	-72
230734	123
187096	-22
288078	9
287532	47
263368	-19
238140	-48
41804	17
138768	39
13132	-49
119504	-42
257978	-38
37394	-29
41622	-42
152614	-26
155512	-27
50946	-71
72884	3
101668	-45
87444	11
234458	40
43960	5
46326	31
189308	-36
213136	-59
292054	-48
46186	-38
242522	-14
146748	36
3584	-9
35462	-26
239680	9
247590	13
223832	-28
288232	50
114800	20
60998	-21
221172	29
103712	-24
98826	37
285670	27
119280	-55
228634	69
170604	38
120722	38
286972	-80
153804	-117
158592	33
189224	-22
157374	16
104566	6
38948	45
69692	53
247702	-11
147644	-39
11998	32
158788	22
208362	-33
63896	16
290990	-48
278460	24
142842	2
289828	-6
299418	23
282534	-24
173684	-42
261870	-19
297808	-27
242256	36
32830	-22
281582	-36
77308	86
67522	28
95662	-35
308	13
79464	45
273700	-61
29596	35
116970	-13
16254	-54
73010	-7
108990	-5
182112	32
45836	-1
78834	25
203868	22
51590	-17
60578	42
167328	38
53340	35
188538	20
190386	-24
111188	-38
222544	-29
29246	37
99484	17
25494	30
1764	-28
197456	19
216244	-29
209090	38
62132	29
224266	26
13916	-65
22750	-7
72520	5
40852	-45
83482	-20
131166	-39
91098	-25
70840	-103
79814	-1
84686	-63
253974	50
105392	103
17416	69
256760	-40
233674	65
106582	-40
28224	8
67214	64
7602	41
52598	50
94514	8
169106	30
96082	40
258510	70
249312	-39
38724	-97
117810	49
181216	20
194838	-21
291004	60
91196	-36
292670	-7
277872	-31
192150	-38
241626	-55
89740	19
169498	48
150360	-32
270676	-54
94206	-96
270508	16
30758	15
162526	42
220570	-40
80150	-68
7546	-9
6594	-47
86044	-23
228648	7
123396	-51
225904	14
291942	45
165200	-6
110194	-44
176302	-20
293412	-16
27734	12
24346	-47
6300	66
17150	16
111678	28
42308	-41
260484	11
139566	53
163072	-8
170282	-22
145222	-15
52710	-25
196322	10
1260	14
109662	-46
181174	16
267302	50
297822	-11
245756	-22
123270	45
132118	38
255976	86
234416	-23
247898	54
70462	-67
259924	-5
247674	43
98266	21
117138	-105
177506	-21
15666	11
258384	54
193956	-19
283892	41
118342	-8
63784	-22
206192	-16
23702	58
285488	30
96376	-44
140350	-65
248878	21
191408	-9
34454	1
3822	69
179270	31
105532	-19
116606	-76
184100	-43
278628	27
100492	-6
199808	31
129486	-51
298732	-5
136136	-86
49686	22
10584	44
266742	58
215810	-40
33810	-7
128212	2
198254	5
278768	-2
111916	-38
36148	65
137788	25
195174	24
43792	-39
201670	44
268716	93
56574	36
295092	-30
287238	-63
60452	-52
212464	-52
203476	-11
149912	9
140210	42
9324	14
130466	35
221438	-28
198856	20
271040	-51
297332	-51
65996	-44
60648	-36
118538	40
283822	-9
25760	-37
30968	51
73402	-20
36750	-1
150080	-49
197596	64
217448	-28
67172	-4
299950	16
237342	-59
33124	-34
53242	8
290178	-51
234136	8
124810	16
249088	-25
6902	-9
65576	46
161322	-7
220024	13
132580	-28
166040	10
33082	-39
53410	-41
18648	72
133196	-68
271236	-10
190232	-29
113946	-52
288750	-5
130718	36
95242	22
189826	9
209496	-30
253106	56
21378	5
85246	-20
71526	47
33992	-34
50988	-49
163604	-14
10808	81
138740	38
268828	51
102284	-15
155134	101
190218	18
195160	-40
179298	15
180824	-44
104328	-26
73290	83
9758	34
113092	32
125398	6
248668	33
21952	37
1428	21
74396	-22
197232	-104
209636	-4
43484	-40
19992	-7
276514	40
136010	-6
69846	-13
83846	50
223706	-6
90174	1
225988	-52
197680	14
78008	-8
226338	-5
62440	-43
240828	-23
134316	12
129584	-4
260162	-13
51240	-58
36722	34
222712	-37
128142	-44
123550	14
157066	38
147420	49
116872	-27
5110	106
294896	4
184114	32
50288	-10
190904	48
145684	7
182322	76
66192	21
122486	20
173404	-14
7616	-49
74130	3
74998	7
19026	47
148176	-4
220122	100
91266	-7
81550	-14
148694	41
218526	-49
92526	53
224532	-57
56882	-5
253778	-20
33250	-19
75334	3
9240	59
100688	-23
91070	34
136570	19
181734	24
208054	15
170422	-16
178472	-66
3514	-3
50904	30
247604	-2
20356	-9
212436	0
138894	23
96810	9
192542	32
237902	59
279818	-52
47320	39
279132	-37
188048	-93
260190	-17
261310	17
97370	25
150416	32
40460	-15
107142	77
238658	1
94136	31
112826	-48
151382	35
239904	18
93198	-35
168980	-47
214984	53
7518	62
206766	21
6930	32
6986	-33
88004	-35
81592	-18
160636	12
173180	10
58016	5
62412	18
83426	-39
198212	-38
149002	-95
236768	-74
297738	-9
240814	6
269976	20
254688	8
96446	-21
275982	38
290108	-56
164864	29
256368	-36
171962	9
109312	14
294364	-25
180446	-5
34986	-6
101080	-16
190526	59
110572	23
169708	-23
225414	-41
93940	44
34412	-96
92554	-33
292796	34
16884	-1
168826	-10
38864	82
205310	-42
208488	-4
219324	-52
234388	-83
268968	67
84952	64
20006	-7
234472	59
136626	-25
173320	-57
36484	-43
99666	25
145152	-8
237888	33
43050	2
63336	-29
251062	-113
159670	-28
177576	-60
86632	-73
59038	6
128898	-43
29064	12
21518	24
33712	-56
8470	52
112854	33
209244	-18
51912	-73
148302	9
143276	7
155442	-61
168000	17
217406	23
211778	-3
230048	-31
10220	5
78442	-17
252504	-45
133812	-44
238196	-44
290332	34
249074	44
262388	-79
56140	46
85162	23
298788	-46
253960	-70
32844	-69
171878	-46
45332	-18
171052	90
7406	64
188090	18
33726	-17
30198	10
91798	-2
143738	54
199570	-47
47334	6
71596	15
185906	17
295316	7
176736	42
75502	5
150276	3
79044	-22
222530	37
107814	-20
260512	-35
203098	-14
244426	48
3528	25
186074	-61
153566	-66
6384	54
180950	20
59808	-25
273728	-42
234290	-34
284928	28
93240	-36
192990	-23
254562	-33
128576	-42
105364	-50
143724	8
228018	26
243894	52
162372	49
118258	-68
252378	16
289492	13
112014	7
158284	-3
193984	65
644	-18
273056	39
213584	-3
288344	-26
227234	65
156940	24
249326	-11
13314	22
215082	34
152600	0
59066	35
218134	43
210770	25
191884	-31
162624	-22
104944	45
216622	-12
299922	-23
194656	15
126	1
121716	-34
258062	-56
278054	53
65758	49
221676	-35
8442	-36
81074	-23
158102	-26
123872	60
71946	-41
153664	-2
133826	-24
43414	-55
57344	-6
264964	-16
219450	-2
86814	-11
239092	-28
248038	-16
164962	41
159474	-26
269794	3
145670	-33
201376	-4
14056	-38
184982	66
72184	-73
131082	61
164640	-31
170114	34
12922	15
264656	-32
245182	-14
258678	-11
202216	58
49280	-32
272762	-10
75950	21
126196	-25
117208	23
287952	-31
48636	51
238070	-22
171640	-20
265678	-11
130690	-2
114086	48
56322	40
8638	107
113288	26
97818	-60
75838	-31
84994	-41
134736	109
194306	-56
109326	2
188370	45
27608	-54
282478	-113
128786	-34
108486	-45
149030	93
105210	21
14140	-13
196014	-3
250054	17
75852	10
66836	52
159306	6
122360	-48
240702	-16
127610	-51
59304	80
18732	14
66822	64
39774	-18
142702	-98
31374	-33
216496	-7
258496	-16
61726	-2
30982	30
159432	-5
29638	-40
44002	-2
267190	56
88788	-45
112238	16
291144	31
299040	-62
214410	2
91728	-74
198576	67
48958	-26
128380	-108
148204	-20
166446	24
161000	-1
192276	-11
8974	-26
178808	54
238098	-13
155344	58
246582	68
190274	-67
298340	43
251440	-2
230496	24
81242	-11
225330	27
70686	-35
80234	-9
103978	27
217518	-2
84742	-22
172760	26
59878	-25
226044	-54
51324	-4
243684	-60
176288	-22
51926	-31
70154	3
54614	-10
153706	-3
20902	56
288680	-57
161756	13
24976	4
160748	-68
27650	-6
185850	-9
285544	-29
242144	-29
98252	49
123200	-54
280924	12
284340	0
1568	54
167496	-45
175896	48
253428	-39
132538	-85
198744	-23
59192	-47
280028	-74
179998	-15
78330	-52
137466	-42
153146	-10
185150	19
169414	5
270718	25
35630	-12
299782	23
276150	-22
21868	-22
75908	38
138376	9
239330	30
277676	12
222628	-54
258538	-33
30786	67
179648	-46
254632	-8
224448	-7
84294	-20
126910	69
69440	-35
270788	16
240268	-17
156618	75
96908	-59
278992	45
222250	60
108850	18
160594	41
21714	56
228312	49
126714	-47
20370	14
149772	-11
260148	-21
104916	-53
234710	3
243992	-34
